ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
219986_s_at,2.42E-02,1.44E-02,4.38,ACAD10,acyl-CoA dehydrogenase family member 10
237481_at,3.56E-02,2.24E-02,3.91,ACAD10,acyl-CoA dehydrogenase family member 10
238655_at,6.16E-01,5.76E-01,5.53E-01,ACAD10,acyl-CoA dehydrogenase family member 10
221669_s_at,1.66E-01,1.30E-01,2.07,ACAD8,acyl-CoA dehydrogenase family member 8
224160_s_at,2.73E-02,1.65E-02,4.23,ACAD9,acyl-CoA dehydrogenase family member 9
239976_at,1.34E-01,1.01E-01,2.33,ACAD9,acyl-CoA dehydrogenase family member 9
206068_s_at,7.87E-09,5.05E-10,2.53E+01,ACADL,"acyl-CoA dehydrogenase, long chain"
206069_s_at,2.23E-07,2.39E-08,2.01E+01,ACADL,"acyl-CoA dehydrogenase, long chain"
202502_at,1.73E-02,9.82E-03,4.79,ACADM,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"
202366_at,2.81E-03,1.24E-03,7.05,ACADS,"acyl-CoA dehydrogenase, C-2 to C-3 short chain"
205355_at,1.03E-08,6.90E-10,2.49E+01,ACADSB,"acyl-CoA dehydrogenase, short/branched chain"
226030_at,6.98E-06,1.27E-06,1.51E+01,ACADSB,"acyl-CoA dehydrogenase, short/branched chain"
200710_at,4.68E-02,3.06E-02,3.58,ACADVL,"acyl-CoA dehydrogenase, very long chain"
205679_x_at,6.32E-02,4.30E-02,3.22,ACAN,aggrecan
1554950_at,8.93E-02,6.38E-02,2.81,ACAN,aggrecan
217161_x_at,1.59E-01,1.23E-01,2.13,ACAN,aggrecan
207692_s_at,2.33E-01,1.91E-01,1.68,ACAN,aggrecan
205213_at,3.47E-05,7.99E-06,1.28E+01,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
205212_s_at,4.11E-05,9.68E-06,1.26E+01,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
242081_at,8.85E-01,8.71E-01,1.38E-01,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
1552472_a_at,1.51E-06,2.18E-07,1.73E+01,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
212476_at,3.24E-01,2.77E-01,1.29,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
212477_at,9.02E-01,8.89E-01,1.17E-01,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
225542_at,1.61E-14,1.30E-16,4.89E+01,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
225529_at,8.02E-12,1.74E-13,3.70E+01,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
1559239_s_at,6.24E-06,1.12E-06,1.52E+01,ACAT1,acetyl-CoA acetyltransferase 1
205412_at,3.50E-05,8.07E-06,1.28E+01,ACAT1,acetyl-CoA acetyltransferase 1
1554947_at,2.65E-02,1.60E-02,4.27,ACAT1,acetyl-CoA acetyltransferase 1
209608_s_at,1.24E-02,6.74E-03,5.19,ACAT2,acetyl-CoA acetyltransferase 2
202324_s_at,2.41E-07,2.63E-08,2.00E+01,ACBD3,acyl-CoA binding domain containing 3
202323_s_at,8.16E-02,5.76E-02,2.92,ACBD3,acyl-CoA binding domain containing 3
219413_at,5.31E-01,4.88E-01,7.22E-01,ACBD4,acyl-CoA binding domain containing 4
1568877_a_at,7.16E-01,6.85E-01,3.80E-01,ACBD5,acyl-CoA binding domain containing 5
225663_at,8.95E-01,8.82E-01,1.26E-01,ACBD5,acyl-CoA binding domain containing 5
225317_at,5.39E-04,1.86E-04,9.17,ACBD6,acyl-CoA binding domain containing 6
228264_at,1.29E-01,9.71E-02,2.37,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
204617_s_at,6.14E-05,1.53E-05,1.21E+01,ACD,adrenocortical dysplasia homolog
209749_s_at,2.87E-11,7.70E-13,3.47E+01,ACE,angiotensin I converting enzyme
227463_at,7.49E-05,1.92E-05,1.18E+01,ACE,angiotensin I converting enzyme
222257_s_at,1.03E-07,9.74E-09,2.13E+01,ACE2,angiotensin I converting enzyme 2
219962_at,5.00E-02,3.29E-02,3.5,ACE2,angiotensin I converting enzyme 2
1553929_at,4.83E-02,3.17E-02,3.54,ACER1,alkaline ceramidase 1
227306_at,2.40E-09,1.28E-10,2.72E+01,ACER2,alkaline ceramidase 2
222687_s_at,3.72E-03,1.70E-03,6.7,ACER3,alkaline ceramidase 3
227776_at,8.57E-03,4.42E-03,5.65,ACER3,alkaline ceramidase 3
222689_at,1.06E-01,7.75E-02,2.61,ACER3,alkaline ceramidase 3
222688_at,1.46E-01,1.12E-01,2.22,ACER3,alkaline ceramidase 3
238945_at,3.46E-01,2.99E-01,1.22,ACER3,alkaline ceramidase 3
231321_s_at,5.95E-01,5.54E-01,5.93E-01,ACER3,alkaline ceramidase 3
210332_at,7.54E-05,1.93E-05,1.18E+01,ACHE,acetylcholinesterase (Cartwright blood group)
205377_s_at,3.53E-04,1.15E-04,9.73,ACHE,acetylcholinesterase (Cartwright blood group)
205378_s_at,4.82E-02,3.16E-02,3.55,ACHE,acetylcholinesterase (Cartwright blood group)
201715_s_at,3.31E-01,2.85E-01,1.27,ACIN1,apoptotic chromatin condensation inducer 1
208335_s_at,1.90E-05,4.01E-06,1.37E+01,ACKR1,atypical chemokine receptor 1 (Duffy blood group)
1568850_at,7.55E-07,9.77E-08,1.83E+01,ACKR2,atypical chemokine receptor 2
1559432_at,9.83E-06,1.88E-06,1.46E+01,ACKR2,atypical chemokine receptor 2
206887_at,1.75E-04,5.11E-05,1.07E+01,ACKR2,atypical chemokine receptor 2
212977_at,5.40E-06,9.46E-07,1.54E+01,ACKR3,atypical chemokine receptor 3
232746_at,6.77E-04,2.42E-04,8.88,ACKR3,atypical chemokine receptor 3
1559114_a_at,1.05E-01,7.71E-02,2.61,ACKR3,atypical chemokine receptor 3
220351_at,8.44E-13,1.25E-14,4.12E+01,ACKR4,atypical chemokine receptor 4
210337_s_at,2.40E-08,1.83E-09,2.35E+01,ACLY,ATP citrate lyase
201128_s_at,1.83E-05,3.83E-06,1.37E+01,ACLY,ATP citrate lyase
201127_s_at,3.00E-01,2.54E-01,1.38,ACLY,ATP citrate lyase
230602_at,4.35E-03,2.04E-03,6.5,ACMSD,aminocarboxymuconate semialdehyde decarboxylase
237622_at,1.04E-01,7.60E-02,2.63,ACO1,aconitase 1
207071_s_at,7.57E-01,7.29E-01,3.17E-01,ACO1,aconitase 1
217307_at,1.90E-04,5.64E-05,1.05E+01,ACO2,aconitase 2
200793_s_at,4.06E-01,3.59E-01,1.03,ACO2,aconitase 2
240287_at,8.27E-03,4.25E-03,5.69,ACOD1,aconitate decarboxylase 1
202982_s_at,1.51E-02,8.40E-03,4.96,ACOT1///ACOT2,acyl-CoA thioesterase 1///acyl-CoA thioesterase 2
1554938_a_at,2.37E-04,7.25E-05,1.03E+01,ACOT11,acyl-CoA thioesterase 11
1555321_at,2.40E-03,1.03E-03,7.25,ACOT11,acyl-CoA thioesterase 11
216103_at,1.14E-01,8.45E-02,2.52,ACOT11,acyl-CoA thioesterase 11
214763_at,2.41E-01,1.99E-01,1.64,ACOT11,acyl-CoA thioesterase 11
238160_at,1.38E-02,7.59E-03,5.07,ACOT12,acyl-CoA thioesterase 12
204565_at,9.65E-01,9.61E-01,4.00E-02,ACOT13,acyl-CoA thioesterase 13
229534_at,3.32E-01,2.86E-01,1.27,ACOT4,acyl-CoA thioesterase 4
241949_at,4.62E-01,4.16E-01,8.82E-01,ACOT6,acyl-CoA thioesterase 6
215728_s_at,8.96E-08,8.29E-09,2.15E+01,ACOT7,acyl-CoA thioesterase 7
208002_s_at,2.28E-04,6.93E-05,1.03E+01,ACOT7,acyl-CoA thioesterase 7
236514_at,5.06E-01,4.62E-01,7.77E-01,ACOT8,acyl-CoA thioesterase 8
204212_at,9.49E-01,9.42E-01,5.98E-02,ACOT8,acyl-CoA thioesterase 8
221641_s_at,7.74E-01,7.48E-01,2.91E-01,ACOT9,acyl-CoA thioesterase 9
209601_at,5.43E-07,6.70E-08,1.88E+01,ACOX1,acyl-CoA oxidase 1
207656_s_at,1.03E-03,3.90E-04,8.33,ACOX1,acyl-CoA oxidase 1
213501_at,1.60E-02,9.00E-03,4.88,ACOX1,acyl-CoA oxidase 1
209600_s_at,3.87E-02,2.46E-02,3.81,ACOX1,acyl-CoA oxidase 1
227962_at,2.47E-01,2.04E-01,1.61,ACOX1,acyl-CoA oxidase 1
205364_at,1.65E-11,4.04E-13,3.57E+01,ACOX2,acyl-CoA oxidase 2
204242_s_at,3.12E-01,2.66E-01,1.34,ACOX3,"acyl-CoA oxidase 3, pristanoyl"
204241_at,8.12E-01,7.90E-01,2.37E-01,ACOX3,"acyl-CoA oxidase 3, pristanoyl"
240189_at,2.46E-03,1.06E-03,7.22,ACOXL,acyl-CoA oxidase-like
220845_at,8.45E-02,6.00E-02,2.87,ACOXL,acyl-CoA oxidase-like
201629_s_at,1.41E-02,7.78E-03,5.04,ACP1,"acid phosphatase 1, soluble"
1554808_at,1.18E-01,8.82E-02,2.47,ACP1,"acid phosphatase 1, soluble"
215227_x_at,1.35E-01,1.02E-01,2.32,ACP1,"acid phosphatase 1, soluble"
201630_s_at,3.24E-01,2.78E-01,1.29,ACP1,"acid phosphatase 1, soluble"
202767_at,7.63E-05,1.96E-05,1.18E+01,ACP2,"acid phosphatase 2, lysosomal"
204638_at,2.75E-03,1.20E-03,7.08,ACP5,"acid phosphatase 5, tartrate resistant"
242270_at,9.86E-06,1.89E-06,1.46E+01,ACP6,"acid phosphatase 6, lysophosphatidic"
218795_at,2.57E-03,1.11E-03,7.16,ACP6,"acid phosphatase 6, lysophosphatidic"
204393_s_at,9.19E-06,1.74E-06,1.47E+01,ACPP,"acid phosphatase, prostate"
237030_at,2.29E-02,1.35E-02,4.45,ACPP,"acid phosphatase, prostate"
231711_at,3.83E-01,3.36E-01,1.1,ACPP,"acid phosphatase, prostate"
241715_x_at,5.22E-02,3.46E-02,3.45,ACPT,"acid phosphatase, testicular"
207427_at,6.59E-07,8.38E-08,1.85E+01,ACR,acrosin
223717_s_at,1.90E-02,1.10E-02,4.67,ACRBP,acrosin binding protein
223718_at,5.34E-02,3.55E-02,3.42,ACRBP,acrosin binding protein
230833_at,4.04E-01,3.57E-01,1.04,ACRBP,acrosin binding protein
238825_at,6.09E-05,1.52E-05,1.21E+01,ACRC,acidic repeat containing
207969_x_at,7.01E-04,2.52E-04,8.83,ACRV1,acrosomal vesicle protein 1
206776_x_at,1.62E-03,6.58E-04,7.75,ACRV1,acrosomal vesicle protein 1
208013_s_at,3.20E-03,1.43E-03,6.88,ACRV1,acrosomal vesicle protein 1
207990_x_at,1.15E-02,6.17E-03,5.29,ACRV1,acrosomal vesicle protein 1
207991_x_at,1.55E-02,8.69E-03,4.92,ACRV1,acrosomal vesicle protein 1
207973_x_at,3.54E-02,2.22E-02,3.92,ACRV1,acrosomal vesicle protein 1
206466_at,4.17E-06,7.01E-07,1.58E+01,ACSBG1,acyl-CoA synthetase bubblegum family member 1
206465_at,8.70E-01,8.55E-01,1.57E-01,ACSBG1,acyl-CoA synthetase bubblegum family member 1
221716_s_at,9.60E-01,9.55E-01,4.58E-02,ACSBG2,acyl-CoA synthetase bubblegum family member 2
218844_at,1.53E-01,1.18E-01,2.17,ACSF2,acyl-CoA synthetase family member 2
227464_at,1.67E-05,3.44E-06,1.39E+01,ACSF3,acyl-CoA synthetase family member 3
235823_at,5.05E-02,3.33E-02,3.49,ACSF3,acyl-CoA synthetase family member 3
1556552_a_at,1.99E-01,1.59E-01,1.86,ACSF3,acyl-CoA synthetase family member 3
201963_at,9.52E-07,1.28E-07,1.79E+01,ACSL1,acyl-CoA synthetase long-chain family member 1
207275_s_at,1.83E-04,5.37E-05,1.06E+01,ACSL1,acyl-CoA synthetase long-chain family member 1
201660_at,1.10E-03,4.22E-04,8.25,ACSL3,acyl-CoA synthetase long-chain family member 3
201662_s_at,1.50E-03,6.00E-04,7.85,ACSL3,acyl-CoA synthetase long-chain family member 3
201661_s_at,1.69E-03,6.86E-04,7.7,ACSL3,acyl-CoA synthetase long-chain family member 3
1557419_a_at,2.75E-03,1.20E-03,7.08,ACSL4,acyl-CoA synthetase long-chain family member 4
1557418_at,4.09E-03,1.90E-03,6.57,ACSL4,acyl-CoA synthetase long-chain family member 4
202422_s_at,2.59E-01,2.15E-01,1.55,ACSL4,acyl-CoA synthetase long-chain family member 4
222592_s_at,3.08E-04,9.80E-05,9.91,ACSL5,acyl-CoA synthetase long-chain family member 5
218322_s_at,1.83E-02,1.05E-02,4.72,ACSL5,acyl-CoA synthetase long-chain family member 5
216409_at,6.90E-04,2.47E-04,8.85,ACSL6,acyl-CoA synthetase long-chain family member 6
213683_at,5.82E-03,2.85E-03,6.13,ACSL6,acyl-CoA synthetase long-chain family member 6
211207_s_at,1.53E-02,8.54E-03,4.94,ACSL6,acyl-CoA synthetase long-chain family member 6
229725_at,1.23E-01,9.20E-02,2.43,ACSL6,acyl-CoA synthetase long-chain family member 6
223918_at,4.40E-01,3.94E-01,9.39E-01,ACSL6,acyl-CoA synthetase long-chain family member 6
215432_at,1.75E-02,1.00E-02,4.77,ACSM1,acyl-CoA synthetase medium-chain family member 1
234197_at,7.72E-01,7.46E-01,2.94E-01,ACSM1,acyl-CoA synthetase medium-chain family member 1
230554_at,1.54E-02,8.63E-03,4.93,ACSM2A,acyl-CoA synthetase medium-chain family member 2A
244723_at,4.88E-01,4.43E-01,8.20E-01,ACSM2A,acyl-CoA synthetase medium-chain family member 2A
241915_at,7.13E-07,9.13E-08,1.84E+01,ACSM2B,acyl-CoA synthetase medium-chain family member 2B
241914_s_at,7.71E-02,5.40E-02,2.98,ACSM2B///ACSM2A,acyl-CoA synthetase medium-chain family member 2B///acyl-CoA synthetase medium-chain family member 2A
214069_at,3.36E-01,2.89E-01,1.25,ACSM2B///ACSM2A,acyl-CoA synthetase medium-chain family member 2B///acyl-CoA synthetase medium-chain family member 2A
205942_s_at,7.61E-02,5.32E-02,3,ACSM3,acyl-CoA synthetase medium-chain family member 3
210377_at,3.85E-01,3.38E-01,1.09,ACSM3,acyl-CoA synthetase medium-chain family member 3
89977_at,2.17E-03,9.19E-04,7.38,ACSM5,acyl-CoA synthetase medium-chain family member 5
1554514_at,6.34E-03,3.14E-03,6.02,ACSM5,acyl-CoA synthetase medium-chain family member 5
220061_at,1.19E-02,6.42E-03,5.25,ACSM5,acyl-CoA synthetase medium-chain family member 5
234801_s_at,8.15E-12,1.77E-13,3.70E+01,ACSS1,acyl-CoA synthetase short-chain family member 1
234483_at,1.44E-02,8.00E-03,5.01,ACSS1,acyl-CoA synthetase short-chain family member 1
224882_at,4.69E-02,3.06E-02,3.58,ACSS1,acyl-CoA synthetase short-chain family member 1
234484_s_at,1.52E-01,1.17E-01,2.18,ACSS1,acyl-CoA synthetase short-chain family member 1
235724_at,6.42E-01,6.05E-01,5.05E-01,ACSS1,acyl-CoA synthetase short-chain family member 1
234312_s_at,5.97E-05,1.48E-05,1.21E+01,ACSS2,acyl-CoA synthetase short-chain family member 2
229222_at,7.35E-09,4.67E-10,2.54E+01,ACSS3,acyl-CoA synthetase short-chain family member 3
219616_at,7.13E-04,2.57E-04,8.81,ACSS3,acyl-CoA synthetase short-chain family member 3
203872_at,5.59E-10,2.38E-11,2.96E+01,ACTA1,"actin, alpha 1, skeletal muscle"
243140_at,1.18E-16,3.79E-19,5.95E+01,ACTA2,"actin, alpha 2, smooth muscle, aorta"
215787_at,1.48E-11,3.52E-13,3.59E+01,ACTA2,"actin, alpha 2, smooth muscle, aorta"
200974_at,7.88E-04,2.88E-04,8.68,ACTA2,"actin, alpha 2, smooth muscle, aorta"
1564257_at,6.41E-05,1.61E-05,1.20E+01,ACTA2-AS1,ACTA2 antisense RNA 1
AFFX-HSAC07/X00351_M_at,7.27E-19,1.02E-21,7.13E+01,ACTB,actin beta
AFFX-HSAC07/X00351_5_at,7.77E-17,2.33E-19,6.04E+01,ACTB,actin beta
224594_x_at,5.67E-14,5.59E-16,4.64E+01,ACTB,actin beta
200801_x_at,9.29E-13,1.40E-14,4.10E+01,ACTB,actin beta
213867_x_at,2.61E-12,4.68E-14,3.91E+01,ACTB,actin beta
AFFX-HSAC07/X00351_3_at,1.06E-10,3.46E-12,3.24E+01,ACTB,actin beta
217211_at,2.16E-12,3.75E-14,3.94E+01,ACTBP9,"actin, beta pseudogene 9"
205132_at,2.72E-12,4.92E-14,3.90E+01,ACTC1,"actin, alpha, cardiac muscle 1"
212363_x_at,4.67E-16,1.99E-18,5.64E+01,ACTG1///ACTB,actin gamma 1///actin beta
211995_x_at,3.01E-14,2.73E-16,4.76E+01,ACTG1///ACTB,actin gamma 1///actin beta
213214_x_at,8.16E-09,5.27E-10,2.52E+01,ACTG1///ACTB,actin gamma 1///actin beta
201550_x_at,1.08E-08,7.31E-10,2.48E+01,ACTG1///ACTB,actin gamma 1///actin beta
224585_x_at,6.06E-08,5.32E-09,2.21E+01,ACTG1///ACTB,actin gamma 1///actin beta
212988_x_at,1.10E-07,1.05E-08,2.12E+01,ACTG1///ACTB,actin gamma 1///actin beta
221607_x_at,2.07E-07,2.19E-08,2.02E+01,ACTG1///ACTB,actin gamma 1///actin beta
211983_x_at,8.72E-07,1.15E-07,1.81E+01,ACTG1///ACTB,actin gamma 1///actin beta
211970_x_at,1.45E-06,2.08E-07,1.73E+01,ACTG1///ACTB,actin gamma 1///actin beta
1565911_at,2.67E-03,1.17E-03,7.11,ACTG1P17,actin gamma 1 pseudogene 17
1569368_at,2.82E-02,1.72E-02,4.19,ACTG1P17,actin gamma 1 pseudogene 17
1565912_at,1.49E-01,1.14E-01,2.2,ACTG1P17,actin gamma 1 pseudogene 17
208498_s_at,5.79E-08,5.05E-09,2.22E+01,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,"actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
228023_x_at,1.49E-03,5.95E-04,7.86,ACTG1P4///RNPC3///AMY2B,"actin gamma 1 pseudogene 4///RNA binding region (RNP1, RRM) containing 3///amylase, alpha 2B (pancreatic)"
202274_at,8.66E-03,4.48E-03,5.64,ACTG2,"actin, gamma 2, smooth muscle, enteric"
241148_at,1.44E-01,1.10E-01,2.25,ACTG2,"actin, gamma 2, smooth muscle, enteric"
232619_at,9.90E-06,1.90E-06,1.46E+01,ACTL10,actin like 10
202666_s_at,3.51E-03,1.59E-03,6.77,ACTL6A,actin like 6A
206014_at,1.87E-01,1.49E-01,1.93,ACTL6B,actin like 6B
206013_s_at,5.08E-01,4.63E-01,7.74E-01,ACTL6B,actin like 6B
220501_at,1.77E-03,7.28E-04,7.64,ACTL7A,actin like 7A
220498_at,1.52E-02,8.50E-03,4.94,ACTL7B,actin like 7B
214957_at,2.17E-03,9.19E-04,7.38,ACTL8,actin like 8
243208_x_at,1.06E-02,5.62E-03,5.39,ACTL9,actin like 9
237401_at,3.40E-04,1.10E-04,9.78,ACTN1,actinin alpha 1
208637_x_at,7.15E-02,4.95E-02,3.07,ACTN1,actinin alpha 1
211160_x_at,1.50E-01,1.15E-01,2.2,ACTN1,actinin alpha 1
208636_at,2.30E-01,1.88E-01,1.69,ACTN1,actinin alpha 1
203862_s_at,2.52E-10,9.53E-12,3.09E+01,ACTN2,actinin alpha 2
203863_at,1.49E-09,7.44E-11,2.80E+01,ACTN2,actinin alpha 2
203861_s_at,3.82E-08,3.12E-09,2.28E+01,ACTN2,actinin alpha 2
203864_s_at,2.63E-07,2.90E-08,1.99E+01,ACTN2,actinin alpha 2
206891_at,2.38E-06,3.67E-07,1.66E+01,ACTN3,actinin alpha 3 (gene/pseudogene)
200601_at,2.74E-02,1.66E-02,4.23,ACTN4,actinin alpha 4
222230_s_at,7.86E-09,5.04E-10,2.53E+01,ACTR10,actin-related protein 10 homolog
200720_s_at,4.70E-05,1.13E-05,1.24E+01,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha"
200721_s_at,4.78E-05,1.15E-05,1.24E+01,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha"
202135_s_at,8.38E-01,8.19E-01,2.00E-01,ACTR1B,"ARP1 actin-related protein 1 homolog B, centractin beta"
200728_at,6.70E-11,2.04E-12,3.32E+01,ACTR2,ARP2 actin related protein 2 homolog
200729_s_at,5.07E-07,6.19E-08,1.89E+01,ACTR2,ARP2 actin related protein 2 homolog
200727_s_at,5.59E-06,9.85E-07,1.54E+01,ACTR2,ARP2 actin related protein 2 homolog
1554390_s_at,1.15E-04,3.15E-05,1.12E+01,ACTR2,ARP2 actin related protein 2 homolog
1558015_s_at,3.31E-04,1.06E-04,9.81,ACTR2,ARP2 actin related protein 2 homolog
234210_x_at,4.05E-04,1.34E-04,9.55,ACTR2,ARP2 actin related protein 2 homolog
234212_at,4.50E-01,4.04E-01,9.13E-01,ACTR2,ARP2 actin related protein 2 homolog
213101_s_at,3.10E-11,8.41E-13,3.46E+01,ACTR3,ARP3 actin related protein 3 homolog
200996_at,4.40E-10,1.82E-11,3.00E+01,ACTR3,ARP3 actin related protein 3 homolog
213102_at,1.40E-09,6.91E-11,2.81E+01,ACTR3,ARP3 actin related protein 3 homolog
239170_at,1.15E-04,3.15E-05,1.12E+01,ACTR3,ARP3 actin related protein 3 homolog
228603_at,6.91E-03,3.46E-03,5.92,ACTR3,ARP3 actin related protein 3 homolog
218868_at,6.48E-04,2.30E-04,8.93,ACTR3B,ARP3 actin related protein 3 homolog B
1555487_a_at,5.94E-02,4.01E-02,3.3,ACTR3B,ARP3 actin related protein 3 homolog B
224425_x_at,7.74E-02,5.42E-02,2.98,ACTR3BP2,ACTR3B pseudogene 2
224424_x_at,1.74E-01,1.37E-01,2.02,ACTR3BP2///ACTR3BP5,ACTR3B pseudogene 2///ACTR3B pseudogene 5
224426_s_at,2.09E-01,1.69E-01,1.8,ACTR3BP2///ACTR3BP5,ACTR3B pseudogene 2///ACTR3B pseudogene 5
223874_at,1.07E-02,5.68E-03,5.38,ACTR3C,ARP3 actin-related protein 3 homolog C
222147_s_at,5.86E-02,3.94E-02,3.31,ACTR5,ARP5 actin-related protein 5 homolog
219623_at,1.10E-01,8.06E-02,2.57,ACTR5,ARP5 actin-related protein 5 homolog
218395_at,1.41E-06,2.01E-07,1.74E+01,ACTR6,ARP6 actin-related protein 6 homolog
241794_at,5.18E-01,4.74E-01,7.52E-01,ACTR6,ARP6 actin-related protein 6 homolog
218658_s_at,4.15E-05,9.79E-06,1.26E+01,ACTR8,ARP8 actin-related protein 8 homolog
222707_s_at,4.49E-04,1.51E-04,9.41,ACTR8,ARP8 actin-related protein 8 homolog
237360_at,5.17E-02,3.42E-02,3.46,ACTRT2,actin related protein T2
223665_at,1.64E-04,4.74E-05,1.07E+01,ACTRT3,actin related protein T3
203935_at,1.92E-07,2.02E-08,2.03E+01,ACVR1,activin A receptor type 1
213198_at,2.24E-13,2.73E-15,4.37E+01,ACVR1B,activin A receptor type 1B
208219_at,2.55E-06,3.97E-07,1.65E+01,ACVR1B,activin A receptor type 1B
208223_s_at,4.40E-04,1.48E-04,9.44,ACVR1B,activin A receptor type 1B
208218_s_at,5.54E-03,2.69E-03,6.19,ACVR1B,activin A receptor type 1B
205209_at,8.62E-03,4.46E-03,5.64,ACVR1B,activin A receptor type 1B
208222_at,9.82E-03,5.17E-03,5.48,ACVR1B,activin A receptor type 1B
1552519_at,4.89E-03,2.33E-03,6.35,ACVR1C,activin A receptor type 1C
1563182_at,7.50E-03,3.80E-03,5.81,ACVR1C,activin A receptor type 1C
228416_at,8.96E-05,2.36E-05,1.16E+01,ACVR2A,activin A receptor type 2A
205327_s_at,5.08E-03,2.44E-03,6.3,ACVR2A,activin A receptor type 2A
220028_at,1.45E-04,4.12E-05,1.09E+01,ACVR2B,activin A receptor type 2B
1559548_at,1.88E-02,1.08E-02,4.68,ACVR2B,activin A receptor type 2B
236126_at,9.65E-02,6.98E-02,2.72,ACVR2B,activin A receptor type 2B
215590_x_at,7.38E-11,2.28E-12,3.31E+01,ACVR2B-AS1,ACVR2B antisense RNA 1
226950_at,4.66E-07,5.62E-08,1.90E+01,ACVRL1,activin A receptor like type 1
210838_s_at,5.19E-06,9.05E-07,1.55E+01,ACVRL1,activin A receptor like type 1
238849_at,4.24E-01,3.78E-01,9.81E-01,ACY1,aminoacylase 1
230481_at,4.10E-03,1.90E-03,6.57,ACY3,aminoacylase 3
1554974_at,5.00E-01,4.55E-01,7.92E-01,ACY3,aminoacylase 3
205260_s_at,3.28E-05,7.49E-06,1.29E+01,ACYP1,acylphosphatase 1
204639_at,7.31E-07,9.41E-08,1.83E+01,ADA,adenosine deaminase
216705_s_at,3.92E-03,1.81E-03,6.63,ADA,adenosine deaminase
240299_at,2.64E-01,2.20E-01,1.53,ADAD1,adenosine deaminase domain containing 1
231448_at,5.64E-01,5.22E-01,6.54E-01,ADAD1,adenosine deaminase domain containing 1
236463_at,1.32E-02,7.26E-03,5.11,ADAD2,adenosine deaminase domain containing 2
238424_at,1.94E-05,4.10E-06,1.36E+01,ADAL,adenosine deaminase like
236018_at,4.03E-01,3.56E-01,1.04,ADAL,adenosine deaminase like
239711_at,7.73E-01,7.47E-01,2.92E-01,ADAL,adenosine deaminase like
214895_s_at,3.58E-08,2.90E-09,2.29E+01,ADAM10,ADAM metallopeptidase domain 10
202604_x_at,7.57E-06,1.39E-06,1.50E+01,ADAM10,ADAM metallopeptidase domain 10
202603_at,2.45E-02,1.47E-02,4.36,ADAM10,ADAM metallopeptidase domain 10
239837_at,2.46E-04,7.58E-05,1.02E+01,ADAM11,ADAM metallopeptidase domain 11
207880_at,1.78E-03,7.30E-04,7.63,ADAM11,ADAM metallopeptidase domain 11
202952_s_at,7.03E-05,1.79E-05,1.19E+01,ADAM12,ADAM metallopeptidase domain 12
215613_at,1.08E-04,2.93E-05,1.13E+01,ADAM12,ADAM metallopeptidase domain 12
226777_at,1.76E-04,5.13E-05,1.07E+01,ADAM12,ADAM metallopeptidase domain 12
213790_at,3.41E-04,1.10E-04,9.77,ADAM12,ADAM metallopeptidase domain 12
204943_at,9.46E-01,9.39E-01,6.25E-02,ADAM12,ADAM metallopeptidase domain 12
1555896_a_at,1.18E-05,2.31E-06,1.43E+01,ADAM15,ADAM metallopeptidase domain 15
217007_s_at,4.94E-02,3.25E-02,3.52,ADAM15,ADAM metallopeptidase domain 15
205745_x_at,2.12E-02,1.24E-02,4.54,ADAM17,ADAM metallopeptidase domain 17
205746_s_at,1.08E-01,7.91E-02,2.59,ADAM17,ADAM metallopeptidase domain 17
